,timestamp,customerID,churn_prediction
0,2022-03-08 15:01:38,11,0
1,2022-03-08 15:05:17,11,0
2,2022-03-08 15:06:53,11,0
3,2022-03-08 15:07:23,11,0
4,2022-03-08 15:07:34,21,0
5,2022-03-08 16:03:51,21,0
6,2022-03-08 16:04:27,21,0
7,2022-03-08 16:05:14,21,0
8,2022-03-08 16:05:50,21,0
9,2022-03-08 16:06:19,21,0
10,2022-03-08 16:10:38,21,0
